,Date,Time,Location,Sub-location,Lat,Long
467,2021-05-15,1200h - 1235h,Changi City Point (5 Changi Business Park Central 1) ,Han’S,1.33408359331373,103.962946083391
468,2021-05-15,1200h - 1245h,Phoon Huat (107 Lorong 1 Toa Payoh),,1.34121948900326,103.847288831588
469,2021-05-15,1930h - 2130h,Chang Cheng Hq (27 Woodlands Link),,1.45240763472005,103.810861350773
470,2021-05-15,1740h - 1810h,Ion Orchard (2 Orchard Turn),,1.30419142102398,103.831510144742
471,2021-05-15,1500h - 1700h,Lao Si Chuan Dou Hua Zhuang (46 Temple Street),,1.28327802168392,103.843746846036
472,2021-05-15,1425h - 1545h,Far East Plaza (14 Scotts Road),One Care Reflexology And Wellness,1.30717698071189,103.833792932243
473,2021-05-15,1000h - 1100h,Jurong Point (1 Jurong West Central 2),Ntuc Fairprice,1.3394520043632,103.706685012926
474,2021-05-15,1120h - 1150h,Jurong Point (1 Jurong West Central 2),Watsons,1.3394520043632,103.706685012926
475,2021-05-15,1300h - 1400h,Ghim Moh Market And Food Centre (20 Ghim Moh Road),,1.31099663218896,103.78823030662
476,2021-05-15,1010h - 1055h,Hola Cafeteria (248 Simei Street 5),,1.34307042545106,103.953761713347
477,2021-05-14,1455h - 1555h,Marsiling Mall (4 Woodlands Street 12) ,Sheng Siong Supermarket,1.43354318137534,103.77988189197
478,2021-05-14,1230h - 1330h,United Square Shopping Mall (101 Thomson Road) ,Jalan Kayu Prata Cafe,1.31733464260511,103.843463184971
479,2021-05-14,1505h - 2100h,Westgate (3 Gateway Drive) ,Pizza Hut,1.33402529563803,103.74258601168
480,2021-05-14,1500h - 1915h,Paragon (290 Orchard Road),Starbucks,1.30372322368856,103.83524031199
481,2021-05-14,1320h - 1400h,The Shoppes At Marina Bay Sands (10 Bayfront Avenue),,1.28257452719679,103.858562162091
482,2021-05-14,1915h - 2015h,Safra Toa Payoh (293 Lorong 6 Toa Payoh),Yakun Kaya Toast,1.32980734095166,103.854404351883
483,2021-05-14,1255h - 1335h,Masjid Al-Muttaqin (5140 Ang Mo Kio Avenue 6),,1.37052194585268,103.845904787078
484,2021-05-14,1720h - 1750h,Sheng Siong Supermarket (52 Chin Swee Road),,1.28708278284998,103.841580109275
485,2021-05-14,1830h - 1905h,Superluck Food Court (440 Bukit Batok West Avenue 8),,1.35572308109486,103.739303105372
486,2021-05-14,1835h - 2145h,Jem (50 Jurong Gateway Road) ,Ichiban Boshi,1.33332819303974,103.743359442234
487,2021-05-14,1310h - 1350h,United Square Shopping Mall(101 Thomson Road) ,Food Junction,1.31733464260511,103.843463184971
488,2021-05-14,1340h - 1430h,Marsiling Community Club (100 Admiralty Road),,1.4407279143788,103.773714268063
489,2021-05-14,1235h - 1410h,Jem (50 Jurong Gateway Road),"Din Tai Fung, Uniqlo",1.33332819303974,103.743359442234
490,2021-05-14,1750h - 1915h,D’Arena Country Club (511 Upper Jurong Road),Smash Arena,1.32942533624577,103.682841560649
491,2021-05-14,1500h - 1600h,Paya Lebar Square (60 Paya Lebar Road) ,Ramen Keisuke Tonkatsu King Niku King,1.31881486980278,103.892580778242
492,2021-05-14,1355h - 1455h,Westgate (3 Gateway Drive) ,Pandora,1.33402529563803,103.74258601168
493,2021-05-14,1900h - 0600h,Sheng Siong Supermarket (440 Bukit Batok West Avenue 8),,1.35572308109486,103.739303105372
494,2021-05-14,1250h - 1350h,Wanyoo Cybercafe (Beauty World) (2 Cheong Chin Nam Road),,1.34241264188642,103.776539385406
495,2021-05-14,1600h - 1635h,West Mall (1 Bukit Batok Central Link),Ec House All Range Cuts,1.35009714832628,103.74921385957
496,2021-05-14,1805h - 1835h,Junction 10 (1 Woodlands Road) ,Sheng Siong Supermarket,1.38055127973087,103.760106974822
497,2021-05-14,1230h - 1600h,Jurong Point (1 Jurong West Central 2),Seoul Garden,1.3394520043632,103.706685012926
498,2021-05-14,2130h - 0730h,Marina Bay Sands Casino (10 Bayfront Avenue),,1.28257452719679,103.858562162091
499,2021-05-14,2205h - 0730h,Marina Bay Sands Casino (10 Bayfront Avenue),,1.28257452719679,103.858562162091
500,2021-05-14,2045h - 0030h,Toa Payoh Mall (177 Toa Payoh Central) ,Nagara Thai,1.33390034057387,103.848854818382
501,2021-05-14,1030h - 1700h,Toast & Curry (43 Siloso Beach Walk),,1.25206377583992,103.817560514971
502,2021-05-14,1030h - 1700h,Coronation Shopping Plaza (587 Bukit Timah Road),The Goodburger Food Truck,1.32383512178759,103.809999570047
503,2021-05-14,0900h - 1000h,Shunfu Mart Food Centre (320 Shunfu Road),,1.35200745401591,103.837031862103
504,2021-05-14,2115h - 2340h,Bbq Box @ Bukit Timah (22 Cheong Chin Nam Road),,1.34364174837769,103.775032268285
505,2021-05-14,0810h - 0910h,Marsiling Mrt Station (71 Woodlands Avenue 3) ,Ntuc Fairprice,1.43262603485889,103.774051197031
506,2021-05-14,1115h - 1200h,Fairprice Hub (1 Joo Koon Circle),Decathlon Joo Koon,1.3271618610269,103.678279283036
507,2021-05-14,1955h - 2130h,Jem (50 Jurong Gateway Road),Seorae Korean Charcoal Bbq,1.33332819303974,103.743359442234
508,2021-05-14,1130h - 1230h,West Mall (1 Bukit Batok Central Link) ,Simpson Tcm Clinic,1.35009714832628,103.74921385957
509,2021-05-14,1200h - 1300h,Singapore Polytechnic (500 Dover Road) ,Food Court 3,1.31147838824788,103.775959606029
510,2021-05-14,2220h - 2305h,Sengkang Sports Complex (57 Anchorvale Road),Mcdonald’S,1.39682003561904,103.886846599447
511,2021-05-14,0030h - 0200h,Rochor Beancurd House (745 Geylang Road),,1.31501104766654,103.890628151771
512,2021-05-14,2250h - 2320h,Ntuc Fairprice (345 Jurong East Street 31),,1.34551210586752,103.73121914575
513,2021-05-13,2030h - 2200h,Kimly Coffeeshop (444 Pasir Ris Drive 6),,1.37000224411598,103.95748962666
514,2021-05-13,0910h - 1545h,Burger King (11 Bedok North Street 1),,1.32662388643563,103.931806159881
515,2021-05-13,1100h - 1600h,Westgate (3 Gateway Drive) ,Pizza Hut,1.33402529563803,103.74258601168
516,2021-05-13,1400h - 1500h,Hdb Hub (480 Lorong 6 Toa Payoh) ,Bowl & Bowl,1.33182386970694,103.848651056476
517,2021-05-13,1600h - 1640h,Peninsula Plaza (111 North Bridge Road),,1.29222075807721,103.850612609298
518,2021-05-13,0845h - 0915h,Bukit Batok Blk 371 Coffeeshop (371 Bukit Batok Street 31),,1.35925940866068,103.75069463109
519,2021-05-13,0900h - 0930h,Thomson Plaza (301 Upper Thomson Road) ,Koufu,1.35479436177561,103.830924910072
520,2021-05-13,1545h - 1845h,Chong Yee Temple (72 Sengkang West Avenue),,1.39187435543631,103.872211546395
521,2021-05-13,1305h - 1405h,Woods Square (6 Woodlands Square),Saizeriya,1.43514061477093,103.785951871544
522,2021-05-13,1045h - 1120h,Sheng Siong Supermarket (4 Toa Payoh Lorong 7),,1.33904479783226,103.85554106336
523,2021-05-13,2230h - 0730h,Marina Bay Sands Casino (10 Bayfront Avenue),,1.28257452719679,103.858562162091
524,2021-05-13,1000h - 1030h,Thomson Plaza (301 Upper Thomson Road) ,Fairprice Finest,1.35479436177561,103.830924910072
525,2021-05-13,1345h - 1445h,Jem (50 Jurong Gateway Road) ,Cookhouse By Koufu,1.33332819303974,103.743359442234
526,2021-05-13,1420h - 1500h,Sun Plaza (30 Sembawang Drive) ,Dunkin’ Donuts,1.44820036592783,103.819530140823
527,2021-05-13,1520h - 1600h,Westgate (3 Gateway Drive),Harvey Norman,1.33402529563803,103.74258601168
528,2021-05-13,1155h - 1225h,The Shoppes At Marina Bay Sands (10 Bayfront Avenue) ,Zara,1.28257452719679,103.858562162091
529,2021-05-13,1815h - 0600h,Sheng Shiong Supermarket (440 Bukit Batok West Avenue 8),,1.35572308109486,103.739303105372
530,2021-05-13,1000h - 1400h,The Seletar Mall (33 Sengkang West Avenue),,1.39131549124709,103.876213231014
531,2021-05-13,2030h - 0600h,Sheng Siong Supermarket (440 Bukit Batok West Avenue 8),,1.35572308109486,103.739303105372
532,2021-05-13,1900h - 2000h,Shu Vegetarian (259 Jalan Kayu),,1.39684340556858,103.872887978423
533,2021-05-13,2005h - 2055h,Jem (50 Jurong Gateway Road) ,Xw Western Grill,1.33332819303974,103.743359442234
534,2021-05-13,1825h - 2030h,Wood Square (6 Woodlands Square) ,Sanook Kitchen,1.43514061477093,103.785951871544
535,2021-05-13,1230h - 1600h,Marina Bay Sands (10 Bayfront Avenue) ,Lavo Italian Restaurant And Rooftop Bar,1.28257452719679,103.858562162091
536,2021-05-13,1850h - 1945h,Our Tampines Hub (1 Tampines Walk) ,Timezone,1.35270292681435,103.940200303358
537,2021-05-13,1700h - 1740h,Millenia Walk (9 Raffles Boulevard) ,Meidi-Ya Supermarket,1.29260544462492,103.859724944443
538,2021-05-13,0800h - 2200h,Westgate (3 Gateway Drive),,1.33402529563803,103.74258601168
539,2021-05-13,2140h - 2220h,Ntuc Fairprice (152B Serangoon North Avenue 1),,1.36979940374161,103.87303579046
540,2021-05-13,1620h - 2000h,Jem (50 Jurong Gateway Road),"Ikea Jurong, H&M, Cotton On Kids, Pizzakaya",1.33332819303974,103.743359442234
541,2021-05-13,1000h - 2030h,Toast & Curry (43 Siloso Beach Walk),,1.25206377583992,103.817560514971
542,2021-05-13,1710h - 1830h,Causeway Point (1 Woodlands Square),,1.43600784474269,103.78568873405
543,2021-05-13,1830h - 1930h,Suntec City (3 Temasek Boulevard) ,Una Una,1.29485990186642,103.860333693777
544,2021-05-13,1620h - 1715h,U Stars Supermarket (829 Tampines Street 81),,1.34922419580696,103.934912515373
545,2021-05-13,1725h - 1825h,Causeway Point (1 Woodlands Square) ,Metro Department Store,1.43600784474269,103.78568873405
546,2021-05-13,1325h - 1400h,Ion Orchard (2 Orchard Turn) ,Steinway & Sons,1.30419142102398,103.831510144742
547,2021-05-13,0820h - 0920h,Jem (50 Jurong Gateway Road),,1.33332819303974,103.743359442234
548,2021-05-13,1930h - 2000h,Suntec City (3 Temasek Boulevard) ,Yenly Yours Desserts,1.29485990186642,103.860333693777
549,2021-05-13,1830h - 1930h,G7 Sin Ma Live Bull Frog Claypot Porridge (5 Cheong Chin Nam Road),,1.34248911530733,103.775237429914
550,2021-05-13,1940h - 2040h,Bukit Timah Plaza (1 Jalan Anak Bukit),Ntuc Fairprice Finest,1.3386316527745,103.778585430975
551,2021-05-13,0825h - 0900h,United Square Shopping Mall (101 Thomson Road),Ya Kun Kaya Toast,1.31733464260511,103.843463184971
552,2021-05-13,1325h - 1355h,Jem (50 Jurong Gateway Road),,1.33332819303974,103.743359442234
553,2021-05-13,1115h - 1150h,Selera Restaurant (15 Mackenzie Road),,1.30441539574488,103.849800322845
554,2021-05-13,1230h - 1330h,Eunos Food Station (2A Eunos Crescent),,1.3202011052846,103.903193509829
555,2021-05-13,0830h - 0900h,Jem (50 Jurong Gateway Road) ,Toast Box,1.33332819303974,103.743359442234
556,2021-05-12,1000h - 2030h,Toast & Curry (43 Siloso Beach Walk),,1.25206377583992,103.817560514971
557,2021-05-12,2000h - 2200h,Kimly Coffeeshop (444 Pasir Ris Drive 6),,1.37000224411598,103.95748962666
558,2021-05-12,1300h - 2000h,Westgate (3 Gateway Drive) ,Star Arts,1.33402529563803,103.74258601168
559,2021-05-12,1815h - 0600h,Sheng Siong Supermarket (440 Bukit Batok West Avenue 8),,1.35572308109486,103.739303105372
560,2021-05-12,1340h - 1430h,Hillion Mall (17 Petir Road),Sushi Express,1.37843100827586,103.762842789877
561,2021-05-12,1010h - 1045h,Funan (107 North Bridge Road) ,Kopitech,1.29134759697794,103.849989790085
562,2021-05-12,1145h - 1215h,Changi City Point (5 Changi Business Park Central 1),Kopitiam,1.33408359331373,103.962946083391
563,2021-05-12,1010h - 1050h,Giant (376 Bukit Batok Street 31),,1.35831705249927,103.749579868748
564,2021-05-12,1420h - 1515h,Market Square @ Downtown East (1 Pasir Ris Close) ,Mr Chicken Rice,1.37595122154029,103.955598940037
565,2021-05-12,1405h - 1505h,Wanyoo Cybercafe (Beauty World) (2 Cheong Chin Nam Road),,1.34241264188642,103.776539385406
566,2021-05-12,1820h - 1930h,Keat Hong Community Club (2 Choa Chu Kang Loop) ,Superbowl Keat Hong,1.38409587235577,103.744949359275
567,2021-05-12,1305h - 1405h,Old Airport Road Food Centre & Shopping Mall (51 Old Airport Road),,1.3082518471287,103.88580870609
568,2021-05-12,1315h - 1410h,The Shoppes At Marina Bay Sands (10 Bayfront Avenue),,1.28257452719679,103.858562162091
569,2021-05-12,1300h - 1400h,Singapore Polytechnic (500 Dover Road) ,Food Court 2,1.31147838824788,103.775959606029
570,2021-05-12,1710h - 1740h,Toa Payoh Hdb Hub (500 Lorong 6 Toa Payoh),Mcdonald’S,1.33296549735939,103.847050346651
571,2021-05-12,1310h - 1410h,Kk Women’S And Children’S Hospital (100 Bukit Timah Road) ,Healthy Kopitiam,1.31044853126535,103.846650072852
572,2021-05-12,1930h - 2005h,Le Quest Shopping Mall (4 Bukit Batok Street 41) ,Fairprice Finest,1.35594171176111,103.741127005764
573,2021-05-12,1245h - 1350h,Junction 8 (9 Bishan Place) ,Food Junction,1.35042215656701,103.848826189269
574,2021-05-12,1600h - 1730h,Start Smart Learning Centre Pte Ltd (164 Tampines Street 12),,1.3496215142655,103.946000691097
575,2021-05-12,1740h - 1835h,Paya Lebar Square (60 Paya Lebar Road),Greendot,1.31881486980278,103.892580778242
576,2021-05-12,1620h - 1655h,Bedok Interchange Hawker Centre (208B New Upper Changi Road),,1.32478236985627,103.930570304559
577,2021-05-12,1220h - 1300h,Tampines Mart (9 Tampines Street 32) ,Giant,1.35436493607477,103.960042189097
578,2021-05-12,1740h - 2100h,The Grandstand (200 Turf Club Road) ,Foresta Restaurant,1.33879673523931,103.793256122847
579,2021-05-12,1645h - 1745h,Bedok Mall (311 New Upper Changi Road) ,Singtel Exclusive Retailer,1.32475054237912,103.92918919889
580,2021-05-12,1745h - 1815h,Superluck Food Court (440 Bukit Batok West Avenue 8),,1.35572308109486,103.739303105372
581,2021-05-12,1530h - 1720h,Junction 8 (9 Bishan Place) ,Ambush,1.35042215656701,103.848826189269
582,2021-05-12,2200h - 2230h,Ntuc Fairprice (345 Jurong East Street 31),,1.34551210586752,103.73121914575
583,2021-05-12,2100h - 2145h,Compass One (1 Sengkang Square) ,Pontian Wanton Noodles,1.39205314156706,103.89507054384
584,2021-05-12,1730h - 2130h,Junction 8 (9 Bishan Place) ,What The Fish,1.35042215656701,103.848826189269
585,2021-05-12,0710h - 0750h,Pasir Ris Market Produce Shop (441 Pasir Ris Drive 6),,1.36922534298881,103.958173949924
586,2021-05-12,1655h - 1810h,Bugis+ (201 Victoria Street),,1.2995619856076,103.854240170015
587,2021-05-12,1520h - 1620h,Fu Lu Shou Complex (149 Rochor Road),,1.30151258571919,103.854497235401
588,2021-05-12,1700h - 1800h,Kopitiam (10 Jurong East Street 12),,1.33329506563598,103.742153884191
589,2021-05-12,1515h - 1710h,Market Square @ Downtown East ,Ntuc Fairprice,1.37665685528105,103.955682846766
590,2021-05-12,2225h - 2300h,51@Amk (51 Ang Mo Kio Avenue 3),Mcdonald'S,1.36929729654979,103.84715944541
591,2021-05-12,1500h - 2100h,Westgate (3 Gateway Drive) ,Pizza Hut,1.33402529563803,103.74258601168
592,2021-05-11,1650h - 1730h,Hillion Mall (17 Petir Road),Kopitiam,1.37843100827586,103.762842789877
593,2021-05-11,0705h - 0745h,Pasir Ris Market Produce Shop (441 Pasir Ris Drive 6),,1.36922534298881,103.958173949924
594,2021-05-11,1320h - 1410h,The Shoppes At Marina Bay Sands (10 Bayfront Avenue),,1.28257452719679,103.858562162091
595,2021-05-11,1630h - 1705h,Peninsula Plaza (111 North Bridge Road) ,Cathay Photo,1.29222075807721,103.850612609298
596,2021-05-11,1620h - 1755h,Takashimaya (391A Orchard Road),,1.30242417189411,103.834676124723
597,2021-05-11,0540h - 0625h,Rivervale Plaza (118 Rivervale Drive),,1.3855530969334,103.901960668798
598,2021-05-11,1840h - 1940h,Jem (50 Jurong Gateway Road) ,Tipsy Bunny,1.33332819303974,103.743359442234
599,2021-05-11,1330h - 1635h,"City Square Mall (180 Kitchener Road)
",Eat.,1.3113051711141,103.856421771626
600,2021-05-11,1730h - 2030h,Yang Ming & Hoki Coffee Shop (150 Bishan Street 11),,1.34452706951365,103.855213610381
601,2021-05-11,0950h - 1055h,Bukit Panjang Plaza (1 Jelebu Road) ,Fairprice Finest,1.37989494369864,103.764459887796
602,2021-05-11,1605h - 1745h,Hillion Mall (17 Petir Road) ,Kopitiam,1.37843100827586,103.762842789877
603,2021-05-11,1740h - 1810h,Skp (683 Hougang Avenue 8),,1.37331270061833,103.886367847223
604,2021-05-11,0940h - 1025h,Rivervale Plaza (118 Rivervale Drive),,1.3855530969334,103.901960668798
605,2021-05-11,0930h - 1030h,West Gate (3 Gateway Drive) ,Toast Box,1.33402529563803,103.74258601168
606,2021-05-11,1515h - 1615h,Sheng Siong Supermarket (19 Serangoon North Avenue 5),,1.37563500157221,103.871996419103
607,2021-05-11,1015h - 1400h,Ngee Ann City (391 Orchard Rd) ,New York Skin Solutions,1.3022727300848,103.834899517575
608,2021-05-11,2100h - 2130h,Junction 8 (9 Bishan Place) ,What The Fish,1.35042215656701,103.848826189269
609,2021-05-11,1025h - 1055h,Rivervale Plaza (118 Rivervale Drive),,1.3855530969334,103.901960668798
610,2021-05-11,1420h - 1500h,White Sands (1 Pasir Ris Central Street 3) ,Ya Kun Family Café,1.37228761596577,103.949733905672
611,2021-05-11,1030h - 1100h,Kopitiam (437 Fernvale Road),,1.39255040546533,103.876330394724
612,2021-05-11,0915h - 0945h,Tripleone Somerset (111 Somerset Road),So Good Bakery,1.30020625685959,103.837317132796
613,2021-05-11,1755h - 1850h,Jem (50 Jurong Gateway Road) ,Fairprice Xtra,1.33332819303974,103.743359442234
614,2021-05-11,1825h - 1855h,Rivervale Plaza (118 Rivervale Drive),,1.3855530969334,103.901960668798
615,2021-05-11,1600h - 1650h,Hillion Mall (17 Petir Road),,1.37843100827586,103.762842789877
616,2021-05-11,1345h - 1700h,Plaza Singapura (68 Orchard Road) ,"Hot Tomato Bistro, Cold Storage, Daiso",1.30082071769235,103.845067272666
617,2021-05-11,1500h - 2100h,Westgate (3 Gateway Drive) ,Pizza Hut,1.33402529563803,103.74258601168
618,2021-05-11,0930h - 1005h,Tampines Mart (9 Tampines Street 32) ,Giant,1.35436493607477,103.960042189097
619,2021-05-11,1225h - 1345h,Westgate (3 Gateway Drive) ,Pizza Hut,1.33402529563803,103.74258601168
620,2021-05-11,1300h - 1400h,Singapore Polytechnic (500 Dover Road) ,Food Court 2,1.31147838824788,103.775959606029
621,2021-05-11,1230h - 1305h,Marina Square (6 Raffles Boulevard) ,Mcdonald’S,1.29185533273026,103.85857808906
622,2021-05-11,1930h - 2030h,Food Paradise (279 Sengkang East Avenue),,1.38621835549802,103.892995495476
623,2021-05-11,1240h - 1340h,Changi City Point (5 Changi Business Park Central 1),,1.33408359331373,103.962946083391
624,2021-05-11,1300h - 1330h,Changi City Point (5 Changi Business Park Central 1),Mcdonald’S,1.33408359331373,103.962946083391
625,2021-05-11,1300h - 1330h,Prime Supermarket (823 Tampines Street 81),,1.3487449454775,103.934024716838
626,2021-05-11,1915h - 2000h,Don Lechón (511 Guillemard Road),,1.3141912983094,103.891500511011
627,2021-05-11,1900h - 2000h,Boon Lay Shopping Centre (221 Boon Lay Place),,1.34637376407877,103.712472819666
628,2021-05-11,1300h - 1345h,The Seletar Mall (33 Sengkang West Avenue) ,Fairprice Finest,1.39131549124709,103.876213231014
629,2021-05-10,0900h - 1100h,Rivervale Plaza (118 Rivervale Drive),,1.3855530969334,103.901960668798
630,2021-05-10,1830h - 2030h,Web Pub & Karaoke (156 Joo Chiat Road),,1.31306926701271,103.899627373455
631,2021-05-10,1250h - 1330h,Compass One (1 Sengkang Square) ,Timezone,1.39205314156706,103.89507054384
632,2021-05-10,1600h - 1930h,Kopitiam Square (10 Sengkang Square),,1.39152651487694,103.89365715873
633,2021-05-10,1600h - 1650h,Tampines 1 (10 Tampines Central 1) ,Daiso,1.35420430432819,103.945051968029
634,2021-05-10,1500h - 2100h,Westgate (3 Gateway Drive) ,Pizza Hut,1.33402529563803,103.74258601168
635,2021-05-10,1205h - 2105h,Marina Bay Sands Casino (10 Bayfront Avenue),,1.28257452719679,103.858562162091
636,2021-05-10,0830h - 2220h,White Sands (1 Pasir Ris Central Street 3),Unity Pharmacy,1.37228761596577,103.949733905672
637,2021-05-10,1115h - 1800h,Marina Bay Sands Casino (10 Bayfront Ave),,1.28257452719679,103.858562162091
638,2021-05-10,0845h - 0930h,Sengkang Community Club (2 Sengkang Square),,1.39270567774951,103.894063936878
639,2021-05-10,1930h - 2030h,Kopitiam City (275D Compassvale Link),,1.38290495731413,103.893713485123
640,2021-05-10,1535h - 1635h,Ion Orchard (2 Orchard Turn) ,4Fingers Crispy Chicken,1.30419142102398,103.831510144742
641,2021-05-10,1205h - 1245h,Changi Airport Terminal 3 (65 Airport Boulevard),Mcdonald’S,1.35437074082484,103.985169645053
642,2021-05-10,1330h - 1400h,Midview City (26 Sin Ming Lane) ,Rong Cheng (Sin Ming Road) Bak Kut Teh,1.35948337264387,103.833963930413
643,2021-05-10,1500h - 1530h,Sheng Siong Supermarket (4 Lorong 7 Toa Payoh),,1.33904479783226,103.85554106336
644,2021-05-10,1810h - 1940h,Changi City Point (5 Changi Business Park Central 1),Kopitiam,1.33408359331373,103.962946083391
645,2021-05-10,1100h - 1250h,Compass One (1 Sengkang Square),,1.39205314156706,103.89507054384
646,2021-05-10,1335h - 1410h,"Jem (50 Jurong Gateway Road)
∙ Lenu",,1.33332819303974,103.743359442234
647,2021-05-10,2030h - 2130h,Kimly Coffeeshop (444 Pasir Ris Drive 6),,1.37000224411598,103.95748962666
648,2021-05-10,1535h - 1640h,Craftsmen Specialty Coffee Holland (275 Holland Avenue),,1.31177848895106,103.795257905221
649,2021-05-10,1750h - 1825h,Jem (50 Jurong Gateway Road),Fairprice Xtra,1.33332819303974,103.743359442234
650,2021-05-10,1250h - 1325h,Jewel Changi Airport (78 Airport Boulevard),Five Spice,1.36015720495893,103.990090538078
651,2021-05-10,1425h - 1510h,Westgate (3 Gateway Drive),Kiddy Palace,1.33402529563803,103.74258601168
652,2021-05-10,1705h - 1800h,Mbfc Tower 1 (8 Marina Boulevard) ,Level 33,1.27998145046296,103.854188393989
653,2021-05-10,1310h - 1410h,The Beef Station (2 Tai Thong Crescent),,1.32879797339654,103.869271361818
654,2021-05-10,1150h - 1220h,Upper Boon Keng Market And Food Centre (17 Upper Boon Keng Road),,1.31502841514731,103.87162041674
655,2021-05-10,1015h - 2130h,Ngee Ann City (391 Orchard Road) ,New York Skin Solutions,1.3022727300848,103.834899517575
656,2021-05-10,1425h - 1520h,Westgate (3 Gateway Drive) ,Nunsaram Korean Dessert Café,1.33402529563803,103.74258601168
657,2021-05-10,1300h - 1400h,Singapore Polytechnic (500 Dover Road) ,Food Court 2,1.31147838824788,103.775959606029
658,2021-05-10,1415h - 1530h,White Sands (1 Pasir Ris Central Street 3),,1.37228761596577,103.949733905672
659,2021-05-10,1700h - 1850h,Tampines 1 (10 Tampines Central 1) ,Spacio,1.35420430432819,103.945051968029
660,2021-05-10,1615h - 1650h,Great World City (1 Kim Seng Promenade) ,Cold Storage,1.29317220444774,103.832095275633
661,2021-05-10,1415h - 1430h,Hao Mart (658 Punggol East),,1.39991156763461,103.919353979151
662,2021-05-10,1225h - 1330h,Marina Square (6 Raffles Boulevard) ,Mcdonald’S,1.29185533273026,103.85857808906
663,2021-05-10,0825h - 0855h,Changi Airport Terminal 3 (65 Airport Boulevard),Mcdonald’S,1.35437074082484,103.985169645053
664,2021-05-10,1050h - 1230h,Immigration Checkpoint Authority (10 Kallang Road),,1.30663469653195,103.862772815008
665,2021-05-10,1200h - 1230h,Selegie Soyabean (320 Bedok Road),,1.33073238120625,103.948406947423
666,2021-05-09,0930h - 1105h,Hcl Education Centre (30 East Coast Road),,1.30385030375719,103.902850370889
667,2021-05-09,1830h - 1900h,Hougang One (1 Hougang Street 91) ,Fairprice Xtra,1.37571530699875,103.879472337592
668,2021-05-09,1900h - 2000h,Ri Ri Sheng Mala Hotpot (823A Tampines Street 81),,1.3489292582561,103.93349188136
669,2021-05-09,2030h - 2200h,Kimly Coffeeshop (444 Pasir Ris Drive 6),,1.37000224411598,103.95748962666
670,2021-05-09,0930h - 1020h,Sheng Siong Supermarket (4 Toa Payoh Lorong 7),,1.33904479783226,103.85554106336
671,2021-05-09,1025h - 2230h,White Sands (1 Pasir Ris Central Street 3) ,Wok Hey,1.37228761596577,103.949733905672
672,2021-05-09,1200h - 2100h,Changi Airport Terminal 3 (65 Airport Boulevard) ,Kopitiam,1.35437074082484,103.985169645053
673,2021-05-09,1000h - 1100h,93 Lorong 4 Toa Payoh Market And Hawker Centre (93 Lorong 4 Toa Payoh),,1.33847469611073,103.849513448853
674,2021-05-09,1200h - 1300h,Aperia (12 Kallang Avenue) ,Kcuts,1.3097112065077,103.864326436447
675,2021-05-09,1015h - 1045h,White Sands (1 Pasir Ris Central Street 3) ,Koufu,1.37228761596577,103.949733905672
676,2021-05-09,1400h - 1445h,Orchard Central (181 Orchard Road) ,Olson Studio,1.30083890839245,103.839434733899
677,2021-05-09,1810h - 1845h,Ntuc Fairprice (712 Ang Mo Kio Avenue 6),,1.3714109677026,103.847084468485
678,2021-05-09,1405h - 1440h,Great World City (1 Kim Seng Promenade) ,Cold Storage,1.29317220444774,103.832095275633
679,2021-05-09,1440h - 1510h,Rivervale Mall (11 Rivervale Crescent) ,Live Well Chiropractic,1.39250410994833,103.904483668323
680,2021-05-09,1010h - 2010h,Ngee Ann City (391 Orchard Road) ,New York Skin Solutions,1.3022727300848,103.834899517575
681,2021-05-09,1310h - 1345h,Kinex (11 Tanjong Katong Road),Mr. D.I.Y,1.31461849889242,103.894738004768
682,2021-05-09,1415h - 1515h,One@Kentridge (1 Lower Kent Ridge Road) ,Burger King,1.29277432702258,103.784084020155
683,2021-05-09,0900h - 1100h,Happy Hawkers (267 Compassvale Link),,1.38374441748547,103.897046557237
684,2021-05-09,0900h - 1200h,Wang Learning Centre (46 East Coast Road),,1.30439338631978,103.903340542754
685,2021-05-09,1130h - 1235h,"White Sands (1 Pasir Ris Central Street 3)
∙ Ntuc Fairprice",,1.37228761596577,103.949733905672
686,2021-05-09,1600h - 0400h,Kopitiam Square (10 Sengkang Square),,1.39152651487694,103.89365715873
687,2021-05-09,2000h - 2120h,Rakuichi Japanese Restaurant (10 Dempsey Rd),,1.30329767270241,103.81041169174
688,2021-05-09,1215h - 1300h,Season Live Seafood (59E Pulau Ubin),,1.40260601841305,103.969747362115
689,2021-05-09,0900h - 1000h,"Shangri-La Rasa Sentosa, Singapore (101 Siloso Road) ",Silver Shell Café,1.25761264764959,103.810143172769
690,2021-05-09,1730h - 1830h,441 Pasir Ris Drive 6 Coffeeshop (441 Pasir Ris Drive 6),,1.36922534298881,103.958173949924
691,2021-05-09,0800h - 2200h,Westgate (3 Gateway Drive),,1.33402529563803,103.74258601168
692,2021-05-09,1305h - 1340h,Tampines East Community Centre (10 Tampines Street 23),,1.35335683374898,103.954620457783
693,2021-05-09,0915h - 1030h,White Sands (1 Pasir Ris Central Street 3) ,Cookhouse By Koufu,1.37228761596577,103.949733905672
694,2021-05-09,1705h - 1805h,Ocbc (520 Toa Payoh Lorong 6),,1.33312160262581,103.847523179656
695,2021-05-09,1145h - 1215h,Twin Elite Unisex Hairdressing Salon (13 Old Airport Road),,1.30707415731033,103.883582973686
