Date,Time,Location,Sub-location,Source,Notes
2021-06-13,1035h - 1110h,Thomson Plaza (301 Upper Thomson Road),Daiso Japan,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexesa25fa689b5a8454fae0f5c8d795cca2f.pdf?sfvrsn=4bf7e3e9_0,Added/Updated on 2021-06-25
2021-06-13,0630h - 1150h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-moh-jun-17-community-bukit-merah-view-cluster-15031438,Added/ Updated on 2021-06-18
2021-06-13,1020h - 1115h,Ntuc Fairprice (166 Bukit Merah Central),,https://www.todayonline.com/singapore/senior-activity-centre-bukit-merah-view-baking-supply-store-geylang-among-places-visited,Added/ Updated on 2021-06-19
2021-06-12,1005h - 1035h,Ntuc Fairprice (166 Bukit Merah Central),,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-moh-jun-17-community-bukit-merah-view-cluster-15031438,Added/ Updated on 2021-06-18
2021-06-12,2040h - 2230h,Night Safari (80 Mandai Lake Road),,https://www.todayonline.com/singapore/night-safari-chinatown-complex-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-17
2021-06-12,0930h - 1430h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,https://www.todayonline.com/singapore/hawker-stall-telok-blangah-food-centre-punggol-supermarket-among-10-places-visited-covid,Added/ Updated on 2021-06-15
2021-06-12,1105h - 1205h,Junction 8 (9 Bishan Place),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexesa25fa689b5a8454fae0f5c8d795cca2f.pdf?sfvrsn=4bf7e3e9_0,Added/Updated on 2021-06-25
2021-06-12,0600h - 1700h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-moh-jun-17-community-bukit-merah-view-cluster-15031438,Added/ Updated on 2021-06-18
2021-06-12,0500h - 0530h ,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,https://www.todayonline.com/singapore/bukit-merah-view-market-ion-orchard-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-14
2021-06-12,1535h - 1630h,Greet Effect Aquarium (801 French Road),,https://www.todayonline.com/singapore/night-safari-chinatown-complex-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-17
2021-06-12,1010h - 1215h,Harvest Care Centre (165 Sims Avenue),Harvester Community Church,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20
2021-06-12,1535h - 1610h,Sheng Shiong Supermarket (88 Tanglin Halt Road),,https://www.todayonline.com/singapore/clementi-mall-supermarkets-bukit-merah-and-tanglin-halt-among-places-visited-covid-19,Added/ Updated on 2021-06-16
2021-06-12,1000h - 2000h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20
2021-06-12,1000h - 1930h,Telok Blangah Food Centre (79 Telok Blangah Drive),Al-Barakah Food Corner,https://www.todayonline.com/singapore/hawker-stall-telok-blangah-food-centre-punggol-supermarket-among-10-places-visited-covid,Added/ Updated on 2021-06-15
2021-06-12,1900h - 1940h,Vivocity (1 Habourfront Walk) ,Swarovski,https://www.todayonline.com/singapore/hawker-stall-telok-blangah-food-centre-punggol-supermarket-among-10-places-visited-covid,Added/ Updated on 2021-06-15
2021-06-12,0630h - 1700h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,https://www.todayonline.com/singapore/northpoint-city-waterway-point-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-24
2021-06-12,1100h - 1130h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,https://www.todayonline.com/singapore/night-safari-chinatown-complex-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-17
2021-06-12,1900h - 1945h,Vivocity (1 Habourfront Walk),,https://www.todayonline.com/singapore/hawker-stall-telok-blangah-food-centre-punggol-supermarket-among-10-places-visited-covid,Added/ Updated on 2021-06-15
2021-06-12,0830h - 1430h,115 Bukit Merah View Market & Hawker Centre (115 Bukit  Merah View),,https://www.moh.gov.sg/docs/librariesprovider5/pressroom/annexes-26-jun.pdf?sfvrsn=5d9d801a_2,Added/Updated on 2021-06-27
2021-06-12,0915h - 0945h,Kim San Leng Coffee Shop (116 Bukit Merah View),,https://www.todayonline.com/singapore/night-safari-chinatown-complex-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-17
2021-06-12,0630h - 1115h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-moh-jun-17-community-bukit-merah-view-cluster-15031438,Added/ Updated on 2021-06-18
2021-06-11,1930h - 2000h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,https://www.todayonline.com/singapore/northpoint-city-waterway-point-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-24
2021-06-11,1100h - 1130h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,https://www.todayonline.com/singapore/night-safari-chinatown-complex-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-17
2021-06-11,1230h - 1335h,Ntuc Fairprice (166 Bukit Merah Central),,https://www.todayonline.com/singapore/clementi-mall-supermarkets-bukit-merah-and-tanglin-halt-among-places-visited-covid-19,Added/ Updated on 2021-06-16
2021-06-11,1105h - 1140h,Chinatown Complex (335 Smith Street),Wet Market,https://www.todayonline.com/singapore/night-safari-chinatown-complex-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-17
2021-06-11,1815h - 2000h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20
2021-06-11,0630h - 1230h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-moh-jun-17-community-bukit-merah-view-cluster-15031438,Added/ Updated on 2021-06-18
2021-06-11,1140h - 1215h,Chinatown Complex (335 Smith Street),Myck - Chinatown,https://www.todayonline.com/singapore/night-safari-chinatown-complex-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-17
2021-06-11,1700h - 2100h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,https://www.todayonline.com/singapore/hawker-stall-telok-blangah-food-centre-punggol-supermarket-among-10-places-visited-covid,Added/ Updated on 2021-06-15
2021-06-11,1450h - 1700h,Northpoint City (930 Yishun Avenue 2),,https://www.todayonline.com/singapore/northpoint-city-waterway-point-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-24
2021-06-11,1730h - 1930h,Katong V Mall (30 East Coast Road),Fairprice Finest,https://www.todayonline.com/singapore/northpoint-city-waterway-point-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-24
2021-06-11,1610h - 1645h,The Clementi Mall (3155 Commonwealth Avenue West),,https://www.todayonline.com/singapore/clementi-mall-supermarkets-bukit-merah-and-tanglin-halt-among-places-visited-covid-19,Added/ Updated on 2021-06-16
2021-06-11,1235h - 1335h,Ntuc Fairprice (166 Bukit Merah Central),,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-moh-jun-17-community-bukit-merah-view-cluster-15031438,Added/ Updated on 2021-06-18
2021-06-11,1110h - 1145h,Artra (12 Alexandra View),Fairprice Finest,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-singapore-death-community-unlinked-jun-21-15058300,Added/ Updated on 2021-06-22
2021-06-11,0930h - 1430h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,https://www.todayonline.com/singapore/hawker-stall-telok-blangah-food-centre-punggol-supermarket-among-10-places-visited-covid,Added/ Updated on 2021-06-15
2021-06-11,1325h - 1520h,Hing Show Nails (82 Marine Parade Central),,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23
2021-06-11,0600h - 0900h,"Ion Orchard (2 Orchard Turn)
",,https://www.todayonline.com/singapore/hdb-hub-redhill-market-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-13
2021-06-11,1000h - 1930h,Telok Blangah Food Centre (79 Telok Blangah Drive),Al-Barakah Food Corner,https://www.todayonline.com/singapore/hawker-stall-telok-blangah-food-centre-punggol-supermarket-among-10-places-visited-covid,Added/ Updated on 2021-06-15
2021-06-11,1730h - 1815h,Katong V Mall (30 East Coast Road),Fairprice Finest,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20
2021-06-11,1000h - 1735h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20
2021-06-11,1030h - 1900,"Ion Orchard (2 Orchard Turn)
",,https://www.todayonline.com/singapore/hdb-hub-redhill-market-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-13
2021-06-10,1500h - 1535h,Hdb Bukit Merah Branch (166 Bukit Merah Central),,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23
2021-06-10,0930h - 1430h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,https://www.todayonline.com/singapore/hawker-stall-telok-blangah-food-centre-punggol-supermarket-among-10-places-visited-covid,Added/ Updated on 2021-06-15
2021-06-10,1455h - 1730h,Fu Lu Shou Complex (149 Rochor Road),,https://www.todayonline.com/singapore/night-safari-chinatown-complex-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-17
2021-06-10,1345h - 1545h,Ntuc Fairprice (18/20 Kim Tian Road),,https://mothership.sg/2021/06/redhill-market-tiong-bahru-plaza-infectious-covid-19-cases/,Added/ Updated on 2021-06-23
2021-06-10,1100h - 1130h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,https://www.todayonline.com/singapore/night-safari-chinatown-complex-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-17
2021-06-10,1000h - 1740h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20
2021-06-10,1000h - 1930h,Telok Blangah Food Centre (79 Telok Blangah Drive),Al-Barakah Food Corner,https://www.todayonline.com/singapore/hawker-stall-telok-blangah-food-centre-punggol-supermarket-among-10-places-visited-covid,Added/ Updated on 2021-06-15
2021-06-10,1700h - 2100h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,https://www.todayonline.com/singapore/hawker-stall-telok-blangah-food-centre-punggol-supermarket-among-10-places-visited-covid,Added/ Updated on 2021-06-15
2021-06-10,1205h - 1310h,Renee Hair Salon (756 Upper Serangoon Road),,https://www.todayonline.com/singapore/bukit-merah-view-market-ion-orchard-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-14
2021-06-10,1930h - 2000h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20
2021-06-10,0800h - 1400h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,https://www.todayonline.com/singapore/hawker-stall-telok-blangah-food-centre-punggol-supermarket-among-10-places-visited-covid,"Added/ Updated on 2021-06-15, Date is till 11 Jun 2021"
2021-06-10,1735h - 1930h,Katong V Mall (30 East Coast Road),Fairprice Finest,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20
2021-06-09,0800h - 1500h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,https://www.todayonline.com/singapore/hdb-hub-redhill-market-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-13
2021-06-09,0600h - 1500h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,https://www.todayonline.com/singapore/hawker-stall-telok-blangah-food-centre-punggol-supermarket-among-10-places-visited-covid,"Added/ Updated on 2021-06-15, Date is till 11 Jun 2021"
2021-06-09,1510h - 1550h,Tiong Bahru Plaza (298 Tiong Bahru Road)  ,Fairprice Finest,https://www.todayonline.com/singapore/hdb-hub-redhill-market-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-13
2021-06-09,0500h - 1800h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,https://www.todayonline.com/singapore/bukit-merah-view-market-ion-orchard-among-places-visited-covid-19-cases-while-infectious,"Added/ Updated on 2021-06-14, Date is till 11 Jun 2021"
2021-06-09,1000h - 2000h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20
2021-06-09,1000h - 1100h,Ntuc Health Senior Activity Centre (Silverace) - Henderson (117 Bukit Merah View),,https://www.todayonline.com/singapore/senior-activity-centre-bukit-merah-view-baking-supply-store-geylang-among-places-visited,Added/ Updated on 2021-06-19
2021-06-09,0630h - 1100h ,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-moh-jun-17-community-bukit-merah-view-cluster-15031438,Added/ Updated on 2021-06-18
2021-06-09,0600h - 1900h,Ion Orchard (2 Orchard Turn),,https://www.todayonline.com/singapore/hdb-hub-redhill-market-among-places-visited-covid-19-cases-while-infectious,"Added/ Updated on 2021-06-13, Date is till 10 Jun 2021"
2021-06-08,1035h - 1145h,Tiong Bahru Plaza (298 Tiong Bahru Road,,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-moh-jun-17-community-bukit-merah-view-cluster-15031438,Added/ Updated on 2021-06-18
2021-06-08,0630h - 1025h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-moh-jun-17-community-bukit-merah-view-cluster-15031438,Added/ Updated on 2021-06-18
2021-06-08,1505h - 1555h,Excelsior Shopping Centre (5 Coleman Street),,https://www.todayonline.com/singapore/hawker-stall-telok-blangah-food-centre-punggol-supermarket-among-10-places-visited-covid,Added/ Updated on 2021-06-15
2021-06-08,0820h - 0900h,Tiong Bahru Market And Food Centre (30 Seng Poh Road),,https://www.todayonline.com/singapore/hdb-hub-redhill-market-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-13
2021-06-08,1000h - 1200h,Posb Tiong Bahru Branch (302 Tiong Bahru Road),,https://www.todayonline.com/singapore/hawker-stall-telok-blangah-food-centre-punggol-supermarket-among-10-places-visited-covid,Added/ Updated on 2021-06-15
2021-06-08,1505h - 1540h,Ten Dollars Salon (13 Haig Road),,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20
2021-06-08,1025h - 1100h,Ntuc Fairprice (50 Havelock Road),,https://www.todayonline.com/singapore/bukit-merah-view-market-ion-orchard-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-14
2021-06-08,1325h - 1425h,Ion Orchard (2 Orchard Turn),,https://www.todayonline.com/singapore/hawker-stall-telok-blangah-food-centre-punggol-supermarket-among-10-places-visited-covid,Added/ Updated on 2021-06-15
2021-06-08,0730h - 0815h,Redhill Market (79 Redhill Lane),,https://www.todayonline.com/singapore/hdb-hub-redhill-market-among-places-visited-covid-19-cases-while-infectious,"Added/ Updated on 2021-06-13, Date is till 10 Jun 2021"
2021-06-08,0920h - 1500h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,https://www.todayonline.com/singapore/hdb-hub-redhill-market-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-06-13
2021-06-08,1000h - 2000h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20
2021-06-07,1000h - 1610h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20
2021-06-07,1120h - 1200h,Tiong Bahru Plaza (298 Tiong Bahru Road,,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-moh-jun-17-community-bukit-merah-view-cluster-15031438,Added/ Updated on 2021-06-18
2021-06-07,1705h - 2000h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20
2021-06-07,1300h - 1505h,Ngee Ann City (391A Orchard Road),Takashimaya Shopping Centre,https://www.todayonline.com/singapore/clementi-mall-supermarkets-bukit-merah-and-tanglin-halt-among-places-visited-covid-19,Added/ Updated on 2021-06-16
2021-06-07,0630h - 1110h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-moh-jun-17-community-bukit-merah-view-cluster-15031438,Added/ Updated on 2021-06-18
2021-06-07,1605h - 1710h,Katong V Mall (30 East Coast Road),Fairprice Finest,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20
2021-06-07,1220h - 1300h,"Ion Orchard (2 Orchard Turn)
",,https://www.todayonline.com/singapore/clementi-mall-supermarkets-bukit-merah-and-tanglin-halt-among-places-visited-covid-19,Added/ Updated on 2021-06-16
2021-06-07,0900h - 1000h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,https://www.todayonline.com/singapore/hawker-stall-telok-blangah-food-centre-punggol-supermarket-among-10-places-visited-covid,Added/ Updated on 2021-06-15
2021-06-06,1000h - 2000h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,https://www.todayonline.com/singapore/maid-agency-katong-shopping-centre-and-church-geylang-among-places-visited-covid-19-0,Added/ Updated on 2021-06-20
2021-06-06,1100h - 1145h,Orchard Central (181 Orchard Road),Uniqlo,https://mothership.sg/2021/06/june-8-covid-19-locations/,Added/ Updated on 2021-06-09
2021-06-06,0645h - 1700h,Takashimaya (391A Orchard Road),St. Leaven,https://www.todayonline.com/singapore/tiong-bahru-eatery-fairprice-outlet-bukit-merah-among-places-visited-covid-19-cases-while,Added/ Updated on 2021-06-21
